,date_id,r1,r2,r3,r4,r5,r6,blue
728,8058,1,12,21,27,29,31,11
729,8059,2,6,15,29,31,32,16
730,8060,6,7,8,17,30,32,3
731,8061,1,2,5,12,26,31,6
732,8062,6,8,13,17,24,27,15
733,8063,5,9,11,14,16,17,15
734,8064,1,2,7,9,12,18,12
735,8065,5,13,15,19,30,31,5
736,8066,7,12,21,22,29,30,8
737,8067,10,11,15,19,26,33,13
738,8068,5,7,17,23,27,29,7
739,8069,5,8,17,20,26,30,10
740,8070,5,6,12,15,18,33,13
741,8071,1,6,21,26,27,28,9
742,8072,1,5,10,18,22,30,9
743,8073,1,9,13,22,28,33,8
744,8074,1,11,15,19,20,24,9
745,8075,1,8,14,18,22,30,3
746,8076,2,5,7,11,13,18,11
747,8077,4,12,22,26,30,33,9
748,8078,6,13,16,26,30,33,1
749,8079,3,4,5,10,20,32,9
750,8080,4,14,22,25,29,32,14
751,8081,2,12,13,18,25,31,4
752,8082,4,8,10,12,21,26,9
753,8083,7,8,9,18,29,32,9
754,8084,4,7,13,20,29,30,16
755,8085,1,4,12,20,24,29,15
756,8086,4,5,10,26,27,30,12
757,8087,1,7,26,29,30,31,6
758,8088,1,6,8,16,17,23,5
759,8089,3,6,11,16,22,27,11
760,8090,2,7,14,18,19,24,1
761,8091,3,12,14,23,31,32,10
762,8092,1,3,18,27,28,30,5
763,8093,4,10,12,16,26,28,7
764,8094,1,4,15,16,23,28,14
765,8095,3,8,14,21,28,29,3
766,8096,6,8,12,24,27,31,14
767,8097,3,6,8,9,16,17,13
768,8098,6,7,10,11,15,30,1
769,8099,10,15,16,22,23,24,7
770,8100,8,14,17,21,27,28,14
771,8101,9,17,21,26,28,30,4
772,8102,3,7,12,21,25,32,5
773,8103,1,12,16,18,22,33,4
774,8104,3,6,8,17,24,31,1
775,8105,5,17,19,27,28,32,2
776,8106,14,19,25,27,29,30,15
777,8107,6,13,18,22,27,32,4
778,8108,9,10,15,17,23,30,12
779,8109,4,7,9,16,21,28,10
780,8110,10,16,22,23,29,31,2
781,8111,17,18,21,25,31,32,6
782,8112,5,13,14,19,22,23,6
783,8113,6,9,10,12,17,22,9
784,8114,4,9,20,24,25,31,14
785,8115,2,12,13,14,17,18,6
786,8116,3,7,21,22,24,29,14
787,8117,3,5,7,10,14,33,7
788,8118,4,9,16,27,31,33,1
789,8119,5,7,9,15,24,29,7
790,8120,10,11,22,24,26,33,2
791,8121,2,22,23,27,31,32,6
792,8122,2,8,11,14,19,26,15
793,8123,10,11,15,16,25,29,2
794,8124,1,7,10,13,21,22,3
795,8125,10,11,12,15,26,29,9
796,8126,4,11,12,14,20,30,13
797,8127,5,8,19,22,27,30,13
798,8128,1,5,19,20,27,33,5
799,8129,1,3,18,24,25,32,15
800,8130,1,12,18,28,30,32,6
801,8131,2,12,15,18,22,32,8
802,8132,9,13,16,25,27,33,8
803,8133,8,11,16,19,24,26,11
804,8134,10,15,19,20,28,32,2
805,8135,5,14,15,16,19,21,15
806,8136,5,9,10,12,18,28,2
807,8137,1,4,24,28,29,33,9
808,8138,7,14,19,23,25,32,4
809,8139,8,9,19,23,25,26,7
810,8140,7,14,16,29,30,31,14
811,8141,3,13,20,25,29,33,15
812,8142,5,6,10,13,17,28,15
813,8143,12,17,18,19,26,27,6
814,8144,2,5,10,27,29,33,15
815,8145,7,13,18,22,26,29,2
816,8146,7,8,17,19,31,32,10
817,8147,7,8,14,22,26,33,2
818,8148,3,5,9,22,26,28,9
819,8149,10,14,22,28,29,33,2
820,8150,4,19,22,24,29,32,2
821,8151,6,8,10,14,17,19,6
822,8152,1,4,6,22,26,30,8
823,8153,1,4,18,21,24,30,16
824,8154,2,5,7,21,22,26,8
825,9001,4,21,23,24,30,31,4
826,9002,10,14,17,25,29,33,14
827,9003,2,3,6,15,25,30,2
828,9004,3,11,13,17,28,31,3
829,9005,1,3,8,15,17,21,13
830,9006,6,12,18,20,26,33,2
831,9007,1,5,12,23,25,26,15
832,9008,4,15,16,22,32,33,2
833,9009,8,15,21,30,31,33,2
834,9010,3,10,17,19,20,24,2
835,9011,2,4,13,14,18,23,15
836,9012,5,11,14,17,18,28,1
837,9013,4,8,9,21,26,27,9
838,9014,3,6,9,14,15,18,2
839,9015,2,4,6,15,17,32,5
840,9016,2,7,13,16,20,33,3
841,9017,6,14,15,19,25,26,8
842,9018,2,5,6,19,27,30,15
843,9019,6,17,19,20,26,27,4
844,9020,3,5,7,10,19,23,13
845,9021,1,4,5,17,24,27,9
846,9022,5,8,9,10,11,18,8
847,9023,1,6,7,15,24,30,8
848,9024,1,3,17,23,30,33,12
849,9025,10,20,22,23,26,33,11
850,9026,11,15,17,18,20,30,16
851,9027,2,7,11,16,27,32,6
852,9028,3,6,12,15,23,26,10
853,9029,12,13,15,22,23,29,13
854,9030,8,14,24,26,28,32,7
855,9031,1,2,3,15,30,33,1
856,9032,9,11,12,19,27,32,6
857,9033,7,8,13,14,29,30,6
858,9034,9,12,18,21,22,26,7
859,9035,6,15,21,26,29,31,5
860,9036,6,9,18,23,32,33,7
861,9037,2,6,15,18,20,31,3
862,9038,12,13,15,23,28,32,5
863,9039,5,12,14,15,21,27,3
864,9040,4,7,10,20,26,30,12
865,9041,1,8,23,26,28,33,8
866,9042,8,16,22,23,27,30,11
867,9043,4,9,10,15,18,26,7
868,9044,11,14,16,18,26,30,1
869,9045,3,4,6,23,30,32,1
870,9046,16,20,21,26,29,30,9
871,9047,6,8,11,15,21,22,16
872,9048,3,7,11,15,17,31,1
873,9049,9,12,14,20,30,31,6
874,9050,13,21,24,29,30,32,4
875,9051,6,10,13,16,21,23,7
876,9052,9,11,15,19,21,30,8
877,9053,7,12,18,19,22,28,4
878,9054,16,17,23,26,31,32,11
879,9055,3,4,18,22,24,29,11
880,9056,4,9,10,18,29,32,8
881,9057,5,7,10,14,17,25,11
882,9058,5,8,10,15,23,26,9
883,9059,3,7,13,23,27,30,11
884,9060,7,13,17,26,32,33,4
885,9061,10,11,13,16,19,30,3
886,9062,10,19,20,21,23,32,10
887,9063,2,5,11,26,30,32,16
888,9064,1,2,14,23,28,29,15
889,9065,8,12,20,22,30,33,2
890,9066,2,15,19,24,31,32,4
891,9067,4,10,16,23,28,30,5
892,9068,6,11,18,20,25,30,5
893,9069,3,5,12,18,21,23,2
894,9070,1,2,9,10,21,31,10
895,9071,4,5,23,26,31,32,6
896,9072,1,3,12,20,21,29,4
897,9073,9,16,17,18,22,27,14
898,9074,5,10,16,19,23,28,13
899,9075,1,13,15,17,20,30,5
900,9076,9,18,19,25,28,31,6
901,9077,1,9,14,16,28,32,16
902,9078,5,7,12,14,15,20,13
903,9079,2,9,16,21,30,31,13
904,9080,1,11,13,25,32,33,6
905,9081,4,5,6,25,29,30,3
906,9082,11,15,18,21,27,29,2
907,9083,2,8,12,18,24,28,4
908,9084,4,9,11,20,32,33,13
909,9085,4,8,12,17,20,30,3
910,9086,11,12,13,18,23,32,11
911,9087,6,11,13,20,28,32,6
912,9088,4,7,11,15,16,17,2
913,9089,2,3,7,11,19,32,4
914,9090,7,9,14,20,23,30,14
915,9091,3,8,11,14,25,29,4
916,9092,2,6,7,14,18,31,8
917,9093,1,11,20,31,32,33,1
918,9094,3,16,22,25,26,33,14
919,9095,8,9,14,28,31,33,15
920,9096,1,26,27,31,32,33,3
921,9097,7,13,24,26,28,32,14
922,9098,3,14,15,20,23,30,2
923,9099,8,9,18,20,25,29,9
924,9100,2,11,17,27,30,33,11
925,9101,1,2,5,10,19,24,14
926,9102,3,5,7,8,14,31,10
927,9103,6,11,17,20,23,24,9
928,9104,20,22,26,29,30,32,16
929,9105,2,8,10,16,27,30,15
930,9106,1,2,15,18,20,29,4
931,9107,7,8,20,23,28,29,5
932,9108,4,10,17,28,32,33,2
933,9109,5,6,7,14,25,28,1
934,9110,4,10,13,15,19,30,14
935,9111,2,4,7,14,15,25,15
936,9112,6,7,18,24,30,32,9
937,9113,4,12,20,25,28,29,16
938,9114,3,5,11,12,31,32,11
939,9115,2,9,13,15,19,24,3
940,9116,5,17,21,25,27,32,14
941,9117,5,9,15,21,26,31,13
942,9118,12,16,25,26,27,31,5
943,9119,6,7,10,12,15,21,5
944,9120,1,2,8,12,16,30,16
945,9121,2,4,6,10,25,30,9
946,9122,7,14,16,27,29,32,1
947,9123,9,13,20,22,25,28,14
948,9124,3,4,22,23,28,30,10
949,9125,6,7,8,22,26,27,12
950,9126,3,5,6,10,19,23,15
951,9127,2,11,12,14,15,16,4
952,9128,5,8,15,16,26,32,1
953,9129,6,7,16,17,24,25,7
954,9130,2,3,7,12,13,30,11
955,9131,16,23,25,26,32,33,5
956,9132,4,14,15,21,23,30,7
957,9133,5,9,13,18,20,32,1
958,9134,3,5,12,15,28,33,6
959,9135,1,3,14,19,30,33,16
960,9136,1,4,14,22,30,33,1
961,9137,8,12,14,15,17,21,1
962,9138,4,7,14,26,32,33,14
963,9139,1,5,15,17,27,29,2
964,9140,4,5,11,18,22,33,12
965,9141,2,13,21,28,29,31,9
966,9142,7,11,15,19,20,24,13
967,9143,5,9,11,17,23,28,10
968,9144,1,5,10,17,18,29,12
969,9145,3,5,11,15,26,33,11
970,9146,3,9,16,20,22,33,15
971,9147,6,8,10,18,22,32,16
972,9148,6,12,15,22,29,32,10
973,9149,1,3,16,18,22,29,4
974,9150,4,6,7,16,19,20,4
975,9151,6,8,10,16,25,30,14
976,9152,3,4,19,21,27,28,5
977,9153,6,7,8,20,21,25,10
978,9154,1,7,12,14,18,25,16
979,10001,7,17,18,27,29,32,13
980,10002,3,6,7,23,30,33,13
981,10003,14,22,26,27,28,31,4
982,10004,1,12,13,16,23,28,7
983,10005,3,5,6,8,17,18,14
984,10006,3,5,7,13,14,18,5
985,10007,14,22,27,28,30,33,14
986,10008,5,7,13,15,18,30,14
987,10009,1,9,13,21,24,32,6
988,10010,7,8,12,15,22,26,8
989,10011,7,8,14,22,24,30,7
990,10012,2,8,13,14,25,33,10
991,10013,1,2,3,16,18,23,12
992,10014,1,3,7,14,26,28,2
993,10015,1,4,16,21,23,28,6
994,10016,2,8,10,12,30,33,16
995,10017,1,3,6,11,12,23,11
996,10018,11,28,29,30,32,33,2
997,10019,2,10,22,24,26,27,6
998,10020,5,6,14,22,24,26,9
999,10021,2,9,16,17,19,25,4
1000,10022,1,2,18,29,31,32,2
1001,10023,2,9,11,22,24,27,11
1002,10024,7,16,26,27,29,31,14
1003,10025,4,5,7,10,13,25,11
1004,10026,2,4,5,8,19,22,12
1005,10027,3,4,15,25,26,30,13
1006,10028,1,3,6,12,16,32,12
1007,10029,1,5,14,16,17,22,3
1008,10030,3,6,10,16,25,31,5
1009,10031,5,7,13,24,25,28,4
1010,10032,8,18,21,28,29,33,8
1011,10033,8,10,11,12,25,29,9
1012,10034,6,11,13,22,25,32,12
1013,10035,9,10,11,18,19,21,10
1014,10036,6,13,14,28,29,30,8
1015,10037,3,16,19,21,24,26,6
1016,10038,1,6,7,11,13,16,1
1017,10039,8,17,21,23,25,32,12
1018,10040,12,19,24,25,30,32,11
1019,10041,3,5,13,19,25,29,12
1020,10042,3,6,11,20,31,32,10
1021,10043,4,10,19,22,28,33,4
1022,10044,3,9,21,23,27,31,5
1023,10045,2,3,4,13,20,29,1
1024,10046,11,12,21,23,27,32,5
1025,10047,3,10,13,20,21,32,15
1026,10048,1,6,8,10,23,33,2
1027,10049,1,6,10,26,27,28,2
1028,10050,7,21,22,26,28,30,11
1029,10051,4,17,23,27,28,32,3
1030,10052,1,2,19,23,27,29,10
1031,10053,3,22,24,27,28,30,14
1032,10054,1,6,8,12,14,25,6
1033,10055,2,3,13,19,20,23,8
1034,10056,1,2,3,8,13,32,7
1035,10057,5,11,12,19,25,32,5
1036,10058,1,4,11,17,19,29,12
1037,10059,1,9,11,12,18,30,10
1038,10060,1,8,15,18,22,27,9
1039,10061,2,4,16,19,22,26,12
1040,10062,11,13,15,20,31,33,3
1041,10063,2,6,10,17,23,24,3
1042,10064,8,14,25,26,30,31,11
1043,10065,2,7,8,17,30,32,12
1044,10066,1,3,21,22,31,32,7
1045,10067,1,7,10,14,21,25,1
1046,10068,3,13,18,20,23,28,13
1047,10069,12,14,20,22,24,32,11
1048,10070,8,13,23,27,31,33,7
1049,10071,5,13,14,17,20,26,1
1050,10072,6,8,22,23,30,31,1
1051,10073,1,16,20,23,27,31,2
1052,10074,2,10,17,18,19,29,15
1053,10075,5,9,12,13,15,22,14
1054,10076,1,12,14,29,31,32,15
1055,10077,2,8,14,20,21,24,9
1056,10078,1,3,9,11,17,23,12
1057,10079,8,11,12,14,18,22,2
1058,10080,8,10,13,14,16,23,16
1059,10081,2,3,9,24,26,27,5
1060,10082,1,8,13,14,27,31,2
1061,10083,2,20,21,22,23,31,12
1062,10084,2,10,14,18,20,30,3
1063,10085,1,8,12,13,24,27,8
1064,10086,5,21,28,29,30,31,8
1065,10087,1,8,16,17,25,30,10
1066,10088,5,6,15,23,27,30,12
1067,10089,7,8,9,16,23,26,1
1068,10090,1,6,10,15,25,31,14
1069,10091,6,13,16,20,22,24,16
1070,10092,3,13,19,27,28,30,2
1071,10093,9,10,19,28,32,33,6
1072,10094,3,5,7,27,31,32,10
1073,10095,9,11,16,17,25,27,14
1074,10096,7,12,21,23,24,28,3
1075,10097,10,16,18,21,24,26,1
1076,10098,1,3,8,16,29,33,7
1077,10099,3,4,17,24,27,30,6
1078,10100,1,6,12,22,23,26,8
1079,10101,4,9,18,21,25,26,6
1080,10102,4,11,16,20,22,29,10
1081,10103,6,9,14,17,20,33,9
1082,10104,7,17,23,24,27,32,2
1083,10105,1,8,9,19,21,31,11
1084,10106,2,6,8,15,26,29,16
1085,10107,8,12,15,17,22,33,16
1086,10108,2,4,8,20,23,24,7
1087,10109,4,15,18,25,29,32,15
1088,10110,1,3,12,24,26,27,1
1089,10111,4,7,8,13,17,18,10
1090,10112,1,8,18,24,29,30,16
1091,10113,5,10,15,18,20,28,10
1092,10114,1,8,11,15,17,25,1
1093,10115,1,22,24,25,29,33,15
1094,10116,5,9,10,20,22,26,7
1095,10117,1,8,20,22,24,28,1
1096,10118,5,8,11,13,15,25,5
1097,10119,7,17,25,27,30,31,9
1098,10120,1,2,5,6,10,29,16
1099,10121,8,11,13,18,25,30,15
1100,10122,2,9,12,16,25,27,6
1101,10123,6,12,15,18,29,32,10
1102,10124,2,6,8,11,12,25,2
1103,10125,6,7,13,23,28,29,9
1104,10126,3,13,18,20,27,28,5
1105,10127,1,4,8,17,25,33,1
1106,10128,4,11,19,20,24,28,12
1107,10129,4,8,14,25,28,32,16
1108,10130,1,2,7,15,21,31,16
1109,10131,5,6,15,16,19,26,6
1110,10132,2,10,12,18,24,33,15
1111,10133,3,9,17,21,26,32,1
1112,10134,9,15,16,22,27,28,6
1113,10135,4,10,13,25,26,30,10
1114,10136,4,10,23,24,26,33,10
1115,10137,7,9,10,13,19,33,6
1116,10138,1,21,23,24,26,30,5
1117,10139,11,13,18,20,26,31,9
1118,10140,1,12,13,18,26,29,15
1119,10141,2,3,7,18,23,27,6
1120,10142,2,16,18,23,26,27,10
1121,10143,9,16,18,26,30,31,14
1122,10144,2,3,8,15,19,21,11
1123,10145,3,21,24,27,28,31,8
1124,10146,1,17,18,22,25,32,1
1125,10147,2,8,15,18,24,30,3
1126,10148,1,3,7,18,23,27,12
1127,10149,2,7,8,16,25,30,9
1128,10150,2,17,18,23,29,30,6
1129,10151,2,13,14,17,19,26,14
1130,10152,4,9,17,21,25,31,1
1131,10153,3,6,12,19,30,31,13
1132,11001,3,9,20,24,26,32,10
1133,11002,6,8,12,17,28,33,5
1134,11003,13,14,21,22,23,27,4
1135,11004,4,6,8,10,13,26,5
1136,11005,6,9,12,14,20,22,13
1137,11006,1,3,5,13,16,18,5
1138,11007,1,9,17,24,26,31,5
1139,11008,10,12,13,17,24,31,15
1140,11009,17,18,23,24,25,26,4
1141,11010,1,4,5,9,15,19,13
1142,11011,1,12,18,19,21,24,10
1143,11012,7,8,11,13,15,26,13
1144,11013,1,3,13,16,21,22,8
1145,11014,5,7,10,11,23,26,16
1146,11015,3,6,13,26,27,29,7
1147,11016,3,4,16,17,22,29,13
1148,11017,2,6,15,23,26,33,8
1149,11018,13,15,18,28,30,33,1
1150,11019,2,4,12,19,32,33,16
1151,11020,12,16,17,19,24,30,5
1152,11021,1,2,14,18,25,31,8
1153,11022,2,7,14,16,17,21,5
1154,11023,2,3,6,21,22,25,5
1155,11024,5,7,10,19,26,31,14
1156,11025,8,25,26,31,32,33,9
1157,11026,7,8,17,19,21,26,12
1158,11027,13,18,21,22,25,26,1
1159,11028,1,4,5,14,16,17,1
1160,11029,1,4,9,10,20,31,7
1161,11030,2,9,19,24,25,33,10
1162,11031,16,17,24,28,29,32,12
1163,11032,3,5,7,13,14,15,15
1164,11033,2,8,12,13,19,29,4
1165,11034,13,14,17,19,24,31,8
1166,11035,13,14,18,20,27,31,2
1167,11036,2,11,20,22,24,31,5
1168,11037,1,3,4,6,17,25,11
1169,11038,2,14,15,19,23,24,12
1170,11039,3,7,10,16,24,29,13
1171,11040,5,11,14,24,26,28,13
1172,11041,4,10,12,13,30,32,13
1173,11042,5,13,15,17,19,21,15
1174,11043,4,13,14,17,25,31,4
1175,11044,3,14,16,26,27,31,9
1176,11045,2,16,17,20,26,32,8
1177,11046,9,17,18,26,29,30,8
1178,11047,4,13,23,25,27,33,14
1179,11048,10,14,18,25,26,27,15
1180,11049,1,11,17,18,27,31,14
1181,11050,4,5,19,22,28,29,15
1182,11051,1,7,11,14,15,16,14
1183,11052,4,5,8,19,27,28,8
1184,11053,3,6,10,12,22,30,15
1185,11054,8,11,16,17,22,33,8
1186,11055,8,13,16,17,29,32,16
1187,11056,13,16,19,20,23,25,10
1188,11057,4,6,20,21,26,33,2
1189,11058,7,18,22,30,32,33,6
1190,11059,24,26,27,29,31,33,16
1191,11060,10,11,13,21,27,31,1
1192,11061,2,3,8,13,19,21,3
1193,11062,4,8,9,10,29,30,3
1194,11063,4,6,13,15,18,19,5
1195,11064,3,6,7,29,30,33,2
1196,11065,4,16,23,25,27,29,3
1197,11066,4,6,14,17,30,32,12
1198,11067,17,19,20,24,25,27,12
1199,11068,3,7,10,15,19,24,10
1200,11069,2,13,16,18,24,30,12
1201,11070,1,3,5,12,21,28,12
1202,11071,1,2,15,22,28,30,2
1203,11072,1,6,10,11,18,27,12
1204,11073,3,4,5,12,17,21,14
1205,11074,2,21,26,28,29,32,1
1206,11075,7,9,10,12,31,32,13
1207,11076,6,19,21,26,32,33,13
1208,11077,1,7,8,15,26,29,10
1209,11078,3,5,13,20,22,29,9
1210,11079,3,14,15,16,24,29,5
1211,11080,2,7,9,25,31,32,9
1212,11081,6,14,19,23,25,32,12
1213,11082,7,16,17,20,25,26,4
1214,11083,7,16,18,24,28,29,6
1215,11084,9,10,12,16,18,32,15
1216,11085,3,6,11,21,24,31,10
1217,11086,6,7,9,12,17,24,9
1218,11087,2,3,4,5,18,28,1
1219,11088,3,9,17,20,21,29,4
1220,11089,1,2,11,24,29,30,12
1221,11090,2,5,14,18,21,25,16
1222,11091,9,15,21,23,28,30,3
1223,11092,5,10,17,26,31,32,4
1224,11093,4,7,11,13,23,30,9
1225,11094,9,11,12,17,18,19,5
1226,11095,3,7,8,10,23,24,5
1227,11096,1,4,7,13,14,19,15
1228,11097,9,17,19,20,21,26,16
1229,11098,3,7,20,21,22,32,5
1230,11099,10,12,13,21,26,27,14
1231,11100,7,11,21,23,31,32,5
1232,11101,6,10,19,23,29,31,6
1233,11102,1,5,13,21,27,31,11
1234,11103,4,5,10,13,15,16,12
1235,11104,9,10,16,20,25,29,9
1236,11105,4,6,23,25,27,28,1
1237,11106,2,11,12,14,24,32,14
1238,11107,4,9,16,17,22,29,15
1239,11108,2,17,22,26,29,33,10
1240,11109,1,3,9,15,16,33,15
1241,11110,12,14,21,26,28,33,12
1242,11111,1,3,5,20,25,27,4
1243,11112,3,5,16,18,23,24,15
1244,11113,6,10,11,25,32,33,5
1245,11114,1,14,15,16,30,32,9
1246,11115,7,8,9,12,17,33,16
1247,11116,1,7,11,12,17,27,5
1248,11117,8,10,19,26,28,30,4
1249,11118,5,6,11,14,20,21,10
1250,11119,9,12,14,19,28,32,1
1251,11120,4,14,17,28,30,33,7
1252,11121,4,14,22,25,32,33,2
1253,11122,10,12,18,26,27,31,3
1254,11123,1,4,5,14,19,28,16
1255,11124,9,18,19,26,31,32,16
1256,11125,3,10,15,24,27,32,8
1257,11126,3,7,13,18,23,26,16
1258,11127,16,19,22,23,27,29,11
1259,11128,9,11,14,17,19,23,12
1260,11129,7,10,11,21,23,26,6
1261,11130,7,14,18,23,25,32,15
1262,11131,2,7,9,17,21,25,1
1263,11132,2,5,12,13,25,33,7
1264,11133,12,14,20,21,25,31,16
1265,11134,1,2,6,7,30,31,10
1266,11135,12,13,17,20,25,26,12
1267,11136,2,4,6,20,22,31,7
1268,11137,2,11,18,23,30,33,13
1269,11138,1,5,15,24,28,32,7
1270,11139,8,20,24,27,30,31,3
1271,11140,4,18,20,22,27,29,6
1272,11141,2,4,6,19,24,29,11
1273,11142,12,15,16,26,29,31,2
1274,11143,7,8,12,14,15,30,16
1275,11144,1,2,9,10,16,24,3
1276,11145,2,4,14,15,26,30,4
1277,11146,11,23,26,28,32,33,10
1278,11147,4,8,12,17,18,30,10
1279,11148,5,14,22,23,25,26,14
1280,11149,4,5,6,7,23,31,16
1281,11150,8,10,12,15,22,27,13
1282,11151,7,11,16,19,31,33,10
1283,11152,4,10,11,12,21,26,13
1284,11153,5,8,9,10,20,25,13
1285,12001,1,4,5,9,15,17,6
1286,12002,2,3,7,9,10,32,13
1287,12003,3,6,8,24,29,31,9
1288,12004,1,5,10,11,21,23,16
1289,12005,7,9,18,27,31,33,6
1290,12006,2,22,25,29,32,33,8
1291,12007,10,17,19,27,28,32,4
1292,12008,1,12,20,23,24,29,8
1293,12009,4,16,24,26,27,33,11
1294,12010,1,3,13,19,25,26,10
1295,12011,4,14,15,16,20,26,5
1296,12012,15,17,18,20,23,27,1
1297,12013,6,8,24,29,30,32,13
1298,12014,1,2,5,16,28,30,12
1299,12015,1,3,6,10,21,23,15
1300,12016,2,5,12,17,22,25,8
1301,12017,6,9,14,19,25,28,10
1302,12018,3,5,6,22,26,32,15
1303,12019,7,14,18,20,22,30,16
1304,12020,3,8,12,18,23,29,11
1305,12021,1,15,16,18,22,30,3
1306,12022,4,8,12,24,26,27,4
1307,12023,5,9,15,23,24,33,2
1308,12024,4,12,19,21,25,28,13
1309,12025,3,8,9,17,25,27,6
1310,12026,3,7,9,15,24,25,16
1311,12027,4,16,22,25,30,31,12
1312,12028,10,15,20,21,28,30,11
1313,12029,4,7,15,25,26,28,3
1314,12030,9,10,17,18,21,31,8
1315,12031,4,16,22,24,27,31,3
1316,12032,1,2,10,17,22,24,4
1317,12033,2,3,15,16,17,27,4
1318,12034,2,3,8,23,32,33,16
1319,12035,9,11,12,21,24,26,5
1320,12036,2,11,13,18,19,26,9
1321,12037,5,14,19,24,28,33,9
1322,12038,9,10,11,15,19,33,16
1323,12039,1,2,5,13,22,29,8
1324,12040,3,8,9,22,25,31,10
1325,12041,8,11,15,20,24,32,2
1326,12042,5,6,11,19,24,28,16
1327,12043,2,9,11,21,26,33,3
1328,12044,6,9,10,14,22,25,3
1329,12045,8,11,20,21,27,30,9
1330,12046,4,12,19,20,23,33,6
1331,12047,6,7,11,16,32,33,11
1332,12048,1,5,14,22,24,30,10
1333,12049,4,12,13,19,20,32,2
1334,12050,7,13,15,17,19,24,11
1335,12051,2,12,14,17,30,31,9
1336,12052,2,3,5,6,20,24,4
1337,12053,4,15,22,25,27,33,4
1338,12054,6,14,18,20,30,33,14
1339,12055,4,6,13,20,24,28,1
1340,12056,4,7,14,17,26,31,10
1341,12057,3,5,19,21,27,31,4
1342,12058,3,6,15,20,25,26,4
1343,12059,4,13,21,22,26,31,1
1344,12060,7,10,13,16,17,29,1
1345,12061,3,8,11,12,14,18,14
1346,12062,2,13,16,17,20,31,7
1347,12063,2,10,17,19,24,27,12
1348,12064,5,10,11,16,23,24,11
1349,12065,8,10,18,19,27,31,14
1350,12066,1,2,9,26,29,33,12
1351,12067,4,5,10,21,26,30,16
1352,12068,5,17,22,26,32,33,10
1353,12069,8,10,11,18,20,29,6
1354,12070,2,3,4,24,31,32,11
1355,12071,3,4,19,21,22,23,8
1356,12072,2,3,7,9,13,30,6
1357,12073,4,7,9,10,17,27,5
1358,12074,15,16,18,19,28,32,8
1359,12075,4,6,22,23,29,32,11
1360,12076,11,18,22,27,29,30,15
1361,12077,2,4,13,18,26,28,12
1362,12078,8,15,22,24,28,33,12
1363,12079,6,7,12,24,30,33,12
1364,12080,4,9,14,15,16,27,3
1365,12081,2,5,10,24,25,29,6
1366,12082,2,4,11,18,22,29,6
1367,12083,4,9,14,15,26,33,4
1368,12084,2,10,20,26,28,29,14
1369,12085,5,17,24,30,31,33,5
1370,12086,8,9,13,15,22,23,8
1371,12087,3,10,11,13,14,22,9
1372,12088,3,5,23,24,27,31,15
1373,12089,3,7,10,13,14,25,11
1374,12090,2,13,20,25,29,30,11
1375,12091,1,5,7,8,19,21,16
1376,12092,6,13,17,18,28,32,3
1377,12093,3,5,19,21,24,33,13
1378,12094,6,9,14,16,23,33,15
1379,12095,17,24,27,28,29,30,2
1380,12096,4,7,11,16,29,33,7
1381,12097,5,8,13,14,19,22,6
1382,12098,2,12,19,26,29,31,9
1383,12099,8,12,15,16,21,27,16
1384,12100,5,7,15,18,25,33,10
1385,12101,9,12,17,18,20,33,2
1386,12102,13,25,27,28,29,30,15
1387,12103,4,9,11,14,32,33,2
1388,12104,4,5,9,10,19,28,3
1389,12105,6,13,14,15,17,30,4
1390,12106,13,14,20,22,23,32,16
1391,12107,11,12,15,24,25,31,9
1392,12108,1,9,12,13,19,28,13
1393,12109,2,12,24,26,29,31,3
1394,12110,3,7,10,13,22,32,9
1395,12111,2,9,10,20,22,31,13
1396,12112,8,15,20,21,27,31,6
1397,12113,3,6,9,13,18,32,6
1398,12114,1,6,11,26,27,29,15
1399,12115,3,8,20,24,26,32,14
1400,12116,3,21,26,29,31,32,3
1401,12117,13,15,18,20,24,28,9
1402,12118,5,6,7,12,15,28,11
1403,12119,12,20,25,26,27,28,13
1404,12120,1,4,20,24,28,29,16
1405,12121,1,7,8,20,23,24,11
1406,12122,12,13,19,22,28,29,11
1407,12123,8,10,16,25,28,33,9
1408,12124,6,7,21,25,27,33,11
1409,12125,8,12,13,26,29,33,1
1410,12126,3,5,12,15,23,24,7
1411,12127,1,9,11,21,26,32,8
1412,12128,5,9,12,29,30,31,5
1413,12129,1,7,9,17,21,29,1
1414,12130,1,3,15,20,22,31,3
1415,12131,6,18,19,26,28,32,12
1416,12132,7,12,16,17,21,25,10
1417,12133,1,8,11,20,21,29,2
1418,12134,2,5,6,7,13,23,15
1419,12135,2,5,7,8,11,17,16
1420,12136,2,7,8,17,21,28,11
1421,12137,1,2,4,6,13,17,7
1422,12138,1,7,16,17,19,21,14
1423,12139,8,19,21,24,28,31,15
1424,12140,14,18,27,30,31,33,15
1425,12141,3,5,8,19,20,27,9
1426,12142,5,18,22,28,29,31,6
1427,12143,7,8,18,25,30,32,6
1428,12144,3,10,12,13,27,30,4
1429,12145,5,20,26,27,28,33,3
1430,12146,1,5,7,13,29,32,13
1431,12147,2,12,15,23,24,32,9
1432,12148,3,6,11,17,21,31,7
1433,12149,1,5,13,25,26,32,13
1434,12150,9,11,17,23,24,26,7
1435,12151,5,14,24,25,26,32,1
1436,12152,10,12,18,22,28,29,7
1437,12153,4,5,11,21,27,28,10
1438,12154,5,7,12,16,28,32,4
1439,13001,6,8,14,15,24,25,6
