,date_id,r1,r2,r3,r4,r5,r6,blue
1440,13002,1,16,18,22,28,30,12
1441,13003,22,23,26,27,28,33,9
1442,13004,6,10,16,20,27,32,8
1443,13005,1,13,14,25,31,32,12
1444,13006,9,10,13,17,22,30,13
1445,13007,2,9,15,22,26,32,1
1446,13008,3,8,17,21,25,32,15
1447,13009,1,4,9,13,16,23,2
1448,13010,1,9,11,17,32,33,12
1449,13011,3,12,17,24,27,29,9
1450,13012,6,14,17,22,28,29,2
1451,13013,5,6,13,19,22,28,9
1452,13014,2,4,5,17,19,20,8
1453,13015,5,6,7,11,13,18,15
1454,13016,2,5,6,12,14,28,5
1455,13017,4,6,12,30,31,32,9
1456,13018,2,8,13,28,29,30,5
1457,13019,1,2,5,16,20,26,6
1458,13020,1,7,8,12,16,21,1
1459,13021,1,6,17,19,26,31,11
1460,13022,2,4,7,9,15,20,7
1461,13023,3,6,15,18,30,32,5
1462,13024,4,5,13,23,27,30,9
1463,13025,16,17,18,24,25,30,8
1464,13026,4,11,14,15,22,31,11
1465,13027,1,2,4,12,21,24,12
1466,13028,7,8,14,25,26,28,13
1467,13029,6,7,10,19,23,29,12
1468,13030,7,14,18,25,26,29,6
1469,13031,3,13,14,15,21,33,3
1470,13032,4,21,25,29,30,33,3
1471,13033,5,6,13,17,19,28,1
1472,13034,6,15,20,22,26,33,9
1473,13035,1,14,15,17,26,30,2
1474,13036,4,5,9,27,29,31,13
1475,13037,2,15,18,27,28,32,14
1476,13038,9,10,12,14,15,19,11
1477,13039,1,2,14,15,24,29,6
1478,13040,2,4,10,12,17,30,10
1479,13041,2,10,12,17,23,24,5
1480,13042,1,8,12,13,15,33,3
1481,13043,3,6,14,15,17,25,16
1482,13044,3,5,11,18,26,28,6
1483,13045,6,7,8,14,23,31,12
1484,13046,3,16,19,20,24,26,6
1485,13047,1,8,11,17,27,30,12
1486,13048,10,13,17,28,30,32,4
1487,13049,10,13,14,16,21,32,14
1488,13050,3,7,13,18,22,25,3
1489,13051,8,12,15,19,28,29,2
1490,13052,6,7,14,21,22,24,13
1491,13053,3,12,13,22,30,33,14
1492,13054,3,4,8,14,21,28,14
1493,13055,8,18,19,22,27,32,6
1494,13056,3,12,25,26,28,29,16
1495,13057,13,16,19,23,26,28,5
1496,13058,8,11,17,21,23,24,5
1497,13059,3,10,18,24,27,29,9
1498,13060,5,7,10,13,19,20,15
1499,13061,5,6,7,12,13,18,12
1500,13062,1,6,7,19,22,27,2
1501,13063,10,15,18,20,23,31,12
1502,13064,1,9,13,22,25,32,12
1503,13065,7,18,19,23,29,30,2
1504,13066,1,3,16,17,20,32,7
1505,13067,1,4,9,15,22,30,6
1506,13068,2,7,13,20,25,27,6
1507,13069,7,16,17,18,30,33,6
1508,13070,2,3,9,10,28,30,6
1509,13071,5,12,21,23,26,28,9
1510,13072,2,8,11,14,19,33,9
1511,13073,2,9,13,17,20,28,11
1512,13074,3,6,8,14,19,32,3
1513,13075,4,6,9,25,30,33,14
1514,13076,14,23,24,26,29,30,3
1515,13077,9,14,23,24,26,29,3
1516,13078,3,5,17,18,26,27,15
1517,13079,7,13,17,19,22,26,13
1518,13080,10,11,12,23,28,32,16
1519,13081,1,4,10,13,21,31,13
1520,13082,4,13,14,20,22,30,6
1521,13083,5,6,12,14,19,23,9
1522,13084,5,7,9,11,20,21,3
1523,13085,2,8,12,14,16,32,16
1524,13086,2,4,11,13,16,26,11
1525,13087,2,13,19,23,24,28,5
1526,13088,9,15,20,21,22,24,14
1527,13089,4,8,12,19,21,25,13
1528,13090,2,5,11,23,24,29,8
1529,13091,4,14,24,25,28,31,10
1530,13092,7,11,15,21,26,31,6
1531,13093,1,2,8,26,29,31,14
1532,13094,2,4,14,18,20,22,7
1533,13095,1,6,15,19,28,29,10
1534,13096,1,2,22,28,29,30,15
1535,13097,5,14,17,22,23,25,7
1536,13098,7,15,18,19,20,26,14
1537,13099,5,11,20,21,26,31,3
1538,13100,4,8,11,14,16,20,11
1539,13101,5,7,9,23,27,32,1
1540,13102,2,4,5,6,8,16,3
1541,13103,2,4,9,13,18,20,7
1542,13104,1,2,4,15,17,28,11
1543,13105,1,11,23,27,31,32,9
1544,13106,9,11,23,30,31,32,6
1545,13107,7,9,11,17,28,31,11
1546,13108,16,21,22,28,31,32,5
1547,13109,9,23,24,27,29,32,8
1548,13110,15,17,18,21,29,32,13
1549,13111,1,2,3,6,8,33,13
1550,13112,1,6,12,13,22,31,7
1551,13113,4,7,11,17,24,33,9
1552,13114,4,6,17,21,23,33,7
1553,13115,3,12,16,17,18,27,8
1554,13116,12,15,21,26,32,33,7
1555,13117,9,12,13,24,27,33,16
1556,13118,2,3,17,22,32,33,16
1557,13119,5,15,20,22,26,32,9
1558,13120,5,6,13,18,23,31,11
1559,13121,4,5,6,7,25,27,7
1560,13122,7,10,13,15,26,27,11
1561,13123,1,2,6,11,17,25,2
1562,13124,3,9,15,23,25,30,7
1563,13125,4,6,8,18,25,28,16
1564,13126,4,10,19,27,31,33,16
1565,13127,2,3,13,20,22,33,14
1566,13128,7,13,17,19,25,31,8
1567,13129,5,6,10,14,27,31,14
1568,13130,1,3,15,16,31,33,8
1569,13131,4,6,12,17,19,26,9
1570,13132,20,21,22,23,25,27,12
1571,13133,4,7,12,19,22,25,1
1572,13134,1,17,18,19,25,29,10
1573,13135,9,23,24,25,29,31,12
1574,13136,4,6,14,16,18,26,6
1575,13137,4,17,19,23,24,27,10
1576,13138,4,15,16,24,27,28,3
1577,13139,7,8,11,13,21,27,8
1578,13140,1,5,12,13,21,22,10
1579,13141,3,4,5,25,30,31,4
1580,13142,11,12,14,20,22,29,14
1581,13143,12,18,21,22,27,32,11
1582,13144,5,7,12,19,27,31,2
1583,13145,6,10,13,16,23,24,15
1584,13146,8,20,25,30,32,33,1
1585,13147,2,15,16,17,19,30,8
1586,13148,6,11,12,14,17,22,1
1587,13149,9,18,25,26,30,32,11
1588,13150,1,15,16,25,26,29,10
1589,13151,3,9,10,19,28,33,9
1590,13152,4,6,14,16,18,29,5
1591,13153,8,11,13,18,28,33,10
1592,13154,7,11,14,19,24,29,5
1593,14001,3,9,15,20,27,29,1
1594,14002,4,21,23,31,32,33,4
1595,14003,6,10,11,28,30,33,12
1596,14004,1,4,19,22,24,25,15
1597,14005,15,18,23,27,32,33,4
1598,14006,3,4,7,17,21,27,14
1599,14007,8,10,12,14,18,28,14
1600,14008,5,14,16,21,29,30,12
1601,14009,8,9,19,20,25,32,16
1602,14010,5,7,8,20,31,33,11
1603,14011,9,10,13,14,21,32,2
1604,14012,1,8,11,19,21,24,8
1605,14013,5,9,13,15,17,21,13
1606,14014,4,9,19,22,25,29,15
1607,14015,2,11,19,30,32,33,9
1608,14016,2,3,7,13,21,24,8
1609,14017,4,6,7,14,25,26,10
1610,14018,13,17,18,21,30,33,15
1611,14019,2,10,15,19,20,21,7
1612,14020,9,14,17,23,24,25,15
1613,14021,8,10,15,17,22,29,12
1614,14022,4,6,7,10,21,26,16
1615,14023,7,9,13,17,21,22,10
1616,14024,8,10,16,20,23,30,9
1617,14025,1,5,10,14,16,30,16
1618,14026,1,2,5,6,11,23,14
1619,14027,8,10,14,16,30,31,1
1620,14028,6,16,21,27,30,32,5
1621,14029,2,7,14,16,21,29,14
1622,14030,12,18,19,23,24,30,10
1623,14031,4,10,16,17,21,27,14
1624,14032,1,2,14,22,29,33,7
1625,14033,5,13,23,28,32,33,12
1626,14034,1,3,4,8,25,31,6
1627,14035,7,8,9,17,32,33,6
1628,14036,1,7,8,9,11,22,3
1629,14037,6,13,14,24,25,30,7
1630,14038,4,7,22,23,24,33,16
1631,14039,3,11,15,19,20,31,7
1632,14040,3,4,6,11,12,15,8
1633,14041,7,11,16,18,21,22,2
1634,14042,12,15,20,25,28,33,14
1635,14043,2,5,9,14,24,33,9
1636,14044,4,9,21,27,28,33,12
1637,14045,2,4,9,11,19,22,15
1638,14046,2,10,11,17,18,22,10
1639,14047,8,10,11,12,19,29,15
1640,14048,6,9,16,17,24,25,16
1641,14049,6,7,16,17,23,32,6
1642,14050,3,17,23,25,26,32,13
1643,14051,10,16,19,21,23,24,13
1644,14052,9,13,15,28,30,33,8
1645,14053,14,17,19,22,26,31,2
1646,14054,1,4,5,11,29,30,14
1647,14055,2,9,14,19,21,30,4
1648,14056,1,11,18,20,28,29,1
1649,14057,2,4,12,18,23,31,8
1650,14058,2,3,12,13,14,25,11
1651,14059,5,8,12,13,23,25,13
1652,14060,3,5,14,18,25,33,6
1653,14061,2,14,17,27,28,31,8
1654,14062,6,9,15,24,25,26,9
1655,14063,3,8,17,21,22,31,16
1656,14064,2,9,15,16,29,32,14
1657,14065,3,4,5,8,10,22,6
1658,14066,2,5,15,17,18,21,16
1659,14067,1,6,7,17,18,23,6
1660,14068,4,12,13,22,27,29,16
1661,14069,5,12,17,19,25,30,11
1662,14070,1,7,9,19,28,29,7
1663,14071,2,4,12,17,22,25,14
1664,14072,1,3,7,13,19,32,16
1665,14073,1,12,16,20,30,33,2
1666,14074,1,3,6,13,30,31,12
1667,14075,3,9,11,22,27,29,6
1668,14076,6,10,12,17,18,33,11
1669,14077,8,9,12,15,19,22,10
1670,14078,2,3,5,6,9,17,7
1671,14079,2,7,16,22,27,28,2
1672,14080,5,14,16,17,25,30,7
1673,14081,8,14,22,24,27,29,10
1674,14082,2,4,20,25,26,29,11
1675,14083,5,6,19,21,23,33,12
1676,14084,1,6,9,10,13,25,8
1677,14085,1,2,11,19,23,29,8
1678,14086,2,4,10,12,14,30,8
1679,14087,6,18,22,23,32,33,6
1680,14088,3,6,11,14,16,29,15
1681,14089,4,6,14,17,27,30,9
1682,14090,5,9,11,19,24,32,13
1683,14091,1,5,12,19,27,29,14
1684,14092,3,13,18,19,22,26,7
1685,14093,2,8,9,10,20,29,5
1686,14094,1,10,18,20,23,29,1
1687,14095,5,6,8,14,22,31,8
1688,14096,12,14,17,19,22,24,8
1689,14097,7,13,24,25,27,32,15
1690,14098,2,13,17,20,29,31,7
1691,14099,1,5,10,11,13,32,14
1692,14100,1,6,9,10,14,16,11
1693,14101,16,18,20,23,24,32,7
1694,14102,14,16,21,24,28,31,13
1695,14103,3,8,9,10,18,33,4
1696,14104,2,6,12,19,27,28,13
1697,14105,14,16,17,19,27,32,4
1698,14106,9,14,17,18,21,25,15
1699,14107,11,14,17,22,25,27,16
1700,14108,3,8,9,20,23,28,2
1701,14109,2,5,11,15,19,28,2
1702,14110,1,8,11,13,19,30,6
1703,14111,2,8,17,20,22,28,2
1704,14112,1,15,16,21,24,30,3
1705,14113,12,14,28,31,32,33,7
1706,14114,2,7,23,30,32,33,10
1707,14115,1,9,10,11,13,32,3
1708,14116,9,10,14,15,19,29,16
1709,14117,5,10,17,25,28,29,4
1710,14118,5,7,15,18,26,30,3
1711,14119,6,13,17,20,26,29,9
1712,14120,1,7,12,16,23,28,4
1713,14121,1,2,13,22,28,30,9
1714,14122,6,9,11,16,20,29,11
1715,14123,1,6,11,17,28,33,5
1716,14124,2,17,20,24,31,33,4
1717,14125,10,11,15,26,31,32,6
1718,14126,6,11,16,17,22,27,1
1719,14127,2,10,12,21,23,27,12
1720,14128,5,7,8,17,18,24,14
1721,14129,5,8,9,20,28,32,2
1722,14130,1,2,10,24,30,33,10
1723,14131,5,17,21,22,28,32,14
1724,14132,5,6,14,15,18,33,8
1725,14133,13,14,16,23,30,31,13
1726,14134,5,16,22,23,26,28,2
1727,14135,2,4,11,13,25,33,1
1728,14136,3,16,19,27,31,32,10
1729,14137,3,6,9,11,25,29,9
1730,14138,4,6,13,29,31,33,13
1731,14139,1,14,15,20,25,29,11
1732,14140,6,10,11,14,17,33,6
1733,14141,8,9,11,16,21,24,10
1734,14142,6,21,22,23,25,28,13
1735,14143,3,12,18,20,25,26,16
1736,14144,3,5,6,9,10,27,14
1737,14145,10,12,13,23,26,29,11
1738,14146,1,6,13,20,29,32,1
1739,14147,6,7,22,26,31,32,10
1740,14148,1,2,5,12,15,16,13
1741,14149,7,9,10,15,19,33,1
1742,14150,3,8,14,22,24,32,9
1743,14151,4,5,8,11,21,27,8
1744,14152,8,13,15,20,21,25,12
1745,15001,1,7,9,16,20,23,6
1746,15002,7,15,16,25,28,32,5
1747,15003,10,15,20,23,24,31,15
1748,15004,2,14,15,16,23,24,10
1749,15005,7,10,16,17,18,32,15
1750,15006,1,10,11,29,31,33,13
1751,15007,1,7,9,17,20,33,8
1752,15008,4,7,10,16,20,22,3
1753,15009,4,7,14,17,21,25,14
1754,15010,1,2,3,8,21,31,9
1755,15011,4,14,15,17,18,20,15
1756,15012,3,5,22,23,29,31,6
1757,15013,8,9,24,25,26,29,1
1758,15014,2,12,16,19,27,30,11
1759,15015,1,7,20,24,25,33,4
1760,15016,2,6,10,15,17,31,13
1761,15017,13,18,20,25,27,33,12
1762,15018,6,9,12,14,28,29,9
1763,15019,2,6,11,19,25,26,4
1764,15020,1,4,7,19,22,23,4
1765,15021,14,15,16,17,27,28,8
1766,15022,4,7,10,16,23,25,10
1767,15023,8,9,10,13,29,30,1
1768,15024,9,11,16,18,23,24,10
1769,15025,10,11,12,15,27,32,14
1770,15026,2,13,17,21,22,33,13
1771,15027,5,7,9,16,26,29,7
1772,15028,4,7,10,26,27,28,14
1773,15029,7,14,15,19,21,28,7
1774,15030,8,11,14,15,16,26,7
1775,15031,1,5,7,22,26,32,11
1776,15032,11,14,16,18,29,32,16
1777,15033,3,6,21,29,31,32,5
1778,15034,12,13,17,18,20,27,13
1779,15035,1,8,9,22,24,33,3
1780,15036,4,6,16,17,26,33,3
1781,15037,5,7,12,18,28,31,3
1782,15038,5,6,11,12,14,33,14
1783,15039,1,13,15,26,29,30,12
1784,15040,13,16,18,27,30,32,16
1785,15041,4,9,11,17,21,25,6
1786,15042,9,10,19,21,23,32,8
1787,15043,11,12,15,24,26,27,15
1788,15044,2,3,4,13,14,16,2
1789,15045,1,5,13,22,30,31,7
1790,15046,5,7,10,14,23,31,1
1791,15047,2,3,20,24,26,27,9
1792,15048,13,16,17,22,25,27,10
1793,15049,7,12,14,17,20,23,5
1794,15050,3,9,12,16,17,31,4
1795,15051,4,10,24,26,28,32,9
1796,15052,2,4,11,16,25,26,12
1797,15053,3,7,17,22,32,33,10
1798,15054,1,2,7,10,22,26,7
1799,15055,1,10,15,18,19,28,2
1800,15056,1,7,8,16,18,20,14
1801,15057,9,20,24,25,26,32,4
1802,15058,2,9,10,18,19,20,15
1803,15059,2,6,9,16,25,32,14
1804,15060,1,3,18,27,31,32,13
1805,15061,6,18,22,26,32,33,4
1806,15062,9,14,15,18,21,26,16
1807,15063,1,7,9,16,22,32,12
1808,15064,11,12,14,17,23,27,1
1809,15065,8,10,14,19,26,29,12
1810,15066,5,8,11,17,24,28,16
1811,15067,2,5,8,24,25,31,14
1812,15068,6,15,18,21,26,27,10
1813,15069,1,13,17,18,23,30,15
1814,15070,1,7,13,19,21,29,15
1815,15071,8,18,20,28,29,31,8
1816,15072,1,3,5,20,21,31,5
1817,15073,1,2,17,22,26,27,4
1818,15074,4,7,21,25,26,29,8
1819,15075,6,11,13,19,21,32,4
1820,15076,1,9,10,19,23,27,9
1821,15077,1,6,8,10,13,27,16
1822,15078,3,7,20,22,26,29,2
1823,15079,9,14,15,20,26,32,11
1824,15080,14,17,25,27,28,30,2
1825,15081,13,20,22,26,28,31,13
1826,15082,2,8,9,14,28,30,7
1827,15083,6,7,16,18,29,32,5
1828,15084,15,18,20,22,28,29,15
1829,15085,2,8,25,27,28,29,5
1830,15086,5,6,8,16,18,22,12
1831,15087,9,15,16,19,20,28,11
1832,15088,2,12,20,24,29,31,9
1833,15089,12,14,19,27,28,29,1
1834,15090,10,12,14,22,25,33,15
1835,15091,5,7,17,19,22,31,11
1836,15092,9,15,19,21,26,27,1
1837,15093,1,3,13,21,25,31,8
1838,15094,1,4,6,13,16,17,10
1839,15095,4,15,21,28,30,31,4
1840,15096,6,16,17,23,24,31,7
1841,15097,9,12,14,20,26,27,4
1842,15098,6,9,13,26,27,33,1
1843,15099,6,7,10,11,14,22,9
1844,15100,2,3,11,17,19,21,8
1845,15101,8,16,22,24,28,29,5
1846,15102,7,9,12,14,21,23,6
1847,15103,6,8,13,26,30,32,14
1848,15104,9,18,21,23,25,26,1
1849,15105,9,10,16,19,20,26,12
1850,15106,1,3,4,23,31,32,13
1851,15107,7,14,16,18,21,25,8
1852,15108,2,12,19,22,24,27,15
1853,15109,1,8,9,16,32,33,13
1854,15110,5,7,16,17,22,23,4
1855,15111,8,14,16,18,20,30,12
1856,15112,1,3,10,19,20,27,11
1857,15113,1,5,7,8,19,27,12
1858,15114,4,7,9,13,21,26,1
1859,15115,1,7,8,14,24,32,3
1860,15116,4,6,15,23,26,28,11
1861,15117,4,11,12,18,26,32,12
1862,15118,1,4,11,21,23,31,12
1863,15119,2,8,10,18,23,31,8
1864,15120,16,21,24,26,27,29,16
1865,15121,1,3,20,21,28,29,12
1866,15122,5,7,11,16,22,25,7
1867,15123,5,8,9,12,22,28,7
1868,15124,2,3,5,12,18,27,1
1869,15125,5,13,22,27,30,33,10
1870,15126,10,11,15,20,23,29,12
1871,15127,7,10,19,22,27,33,6
1872,15128,1,3,8,11,22,28,6
1873,15129,5,8,11,16,18,27,4
1874,15130,6,14,15,16,17,22,10
1875,15131,10,12,13,19,22,26,3
1876,15132,3,5,11,28,30,33,1
1877,15133,2,3,13,20,22,24,15
1878,15134,2,5,14,19,27,31,4
1879,15135,1,12,14,18,26,32,7
1880,15136,2,5,12,23,28,29,1
1881,15137,14,22,23,27,28,31,12
1882,15138,1,2,8,16,19,24,11
1883,15139,1,10,13,18,25,27,9
1884,15140,6,20,28,29,30,31,12
1885,15141,3,8,19,25,27,28,2
1886,15142,13,17,19,20,22,25,11
1887,15143,13,15,19,20,21,32,4
1888,15144,1,4,7,15,28,32,16
1889,15145,7,8,15,19,20,24,13
1890,15146,16,17,21,28,30,32,15
1891,15147,8,9,16,23,24,30,5
1892,15148,9,13,14,22,26,27,7
1893,15149,9,10,20,21,22,33,9
1894,15150,1,3,8,11,29,31,13
1895,15151,5,6,8,23,31,32,11
1896,15152,11,18,19,21,29,32,12
1897,15153,8,11,15,22,27,29,3
1898,15154,7,9,11,15,18,25,7
1899,16001,6,13,16,18,20,22,13
1900,16002,9,14,17,20,24,30,16
1901,16003,1,10,14,23,26,28,1
1902,16004,8,10,17,22,25,33,12
1903,16005,11,14,18,20,31,33,14
1904,16006,13,16,18,20,28,31,12
1905,16007,5,12,14,20,27,29,6
1906,16008,2,15,24,29,32,33,2
1907,16009,10,14,24,25,27,32,4
1908,16010,2,4,12,14,19,25,6
1909,16011,3,8,10,15,22,29,12
1910,16012,7,12,14,16,27,32,15
1911,16013,7,12,21,22,26,31,1
1912,16014,2,8,10,18,20,27,7
1913,16015,1,2,14,22,25,26,7
1914,16016,1,20,22,24,25,26,16
1915,16017,5,6,8,20,22,30,5
1916,16018,12,13,14,17,21,25,4
1917,16019,6,13,16,17,23,30,10
1918,16020,1,2,10,12,22,24,10
1919,16021,9,11,13,22,24,26,5
1920,16022,4,9,19,22,23,30,7
1921,16023,3,6,10,19,25,29,7
1922,16024,2,5,7,14,18,31,13
1923,16025,4,11,12,17,24,30,12
1924,16026,4,9,12,28,30,33,1
1925,16027,11,13,15,17,19,31,5
1926,16028,6,8,12,21,25,29,1
1927,16029,12,15,18,20,21,27,15
1928,16030,10,14,19,22,25,29,12
1929,16031,3,8,10,19,26,33,3
1930,16032,8,12,14,15,21,27,15
1931,16033,6,17,18,20,27,29,15
1932,16034,3,15,21,22,23,28,15
1933,16035,4,13,19,20,26,29,11
1934,16036,3,4,7,9,20,22,3
1935,16037,6,15,26,31,32,33,16
1936,16038,3,12,13,22,28,29,3
1937,16039,1,3,7,18,19,27,16
1938,16040,3,13,19,20,23,26,3
1939,16041,12,17,18,21,22,24,4
1940,16042,7,14,17,23,26,31,9
1941,16043,5,14,20,26,30,33,12
1942,16044,1,3,10,12,18,30,1
1943,16045,4,9,12,17,30,32,3
1944,16046,7,20,25,26,27,30,14
1945,16047,2,5,8,15,17,22,16
1946,16048,3,8,13,14,15,30,4
1947,16049,6,8,13,14,22,27,10
1948,16050,9,12,24,28,29,30,2
1949,16051,1,2,4,9,15,33,12
1950,16052,1,6,13,19,24,28,16
1951,16053,2,8,10,12,29,31,1
1952,16054,6,11,16,19,28,32,4
1953,16055,5,6,10,16,22,26,11
1954,16056,3,4,8,11,16,18,14
1955,16057,7,12,19,22,23,26,11
1956,16058,3,5,18,20,24,32,11
1957,16059,4,11,12,20,25,28,15
1958,16060,4,5,22,26,29,32,8
1959,16061,5,6,8,18,20,32,8
1960,16062,12,13,15,18,19,21,9
1961,16063,16,17,18,23,28,32,7
1962,16064,3,12,14,17,19,26,3
1963,16065,13,16,22,25,26,27,14
1964,16066,3,7,13,18,19,20,5
1965,16067,9,13,18,20,27,31,4
1966,16068,8,19,23,28,31,32,1
1967,16069,8,10,11,20,21,27,11
1968,16070,3,6,11,18,23,29,1
1969,16071,19,21,26,28,29,32,1
1970,16072,5,16,19,22,24,25,2
1971,16073,9,11,12,15,16,20,13
1972,16074,6,10,11,12,20,25,12
1973,16075,1,3,6,16,29,32,7
1974,16076,7,8,13,22,30,32,1
1975,16077,1,9,17,19,20,29,10
1976,16078,2,4,8,23,26,29,2
1977,16079,1,3,10,12,24,28,2
1978,16080,1,16,17,24,25,32,14
1979,16081,2,6,15,25,30,32,7
1980,16082,6,12,14,15,17,20,9
1981,16083,9,16,17,24,30,31,4
1982,16084,2,4,12,18,24,26,5
1983,16085,1,12,19,20,21,25,16
1984,16086,9,10,11,12,15,32,5
1985,16087,2,3,10,11,14,21,12
1986,16088,3,14,16,18,25,33,15
1987,16089,1,3,14,30,31,32,8
1988,16090,2,13,17,20,21,26,7
1989,16091,4,8,14,22,23,28,7
1990,16092,2,13,15,23,24,29,6
1991,16093,6,9,15,17,25,27,9
1992,16094,6,7,10,12,18,31,10
1993,16095,1,5,9,12,18,32,12
1994,16096,6,13,14,21,22,24,16
1995,16097,6,13,25,26,28,31,1
1996,16098,2,8,25,29,31,32,6
1997,16099,1,11,21,23,27,33,6
1998,16100,3,10,22,23,27,29,4
1999,16101,1,3,19,24,32,33,1
2000,16102,5,8,10,14,17,30,13
2001,16103,1,5,13,19,24,27,11
2002,16104,5,9,11,18,30,31,4
2003,16105,8,10,19,27,28,31,16
2004,16106,4,5,13,22,25,30,4
2005,16107,6,11,18,26,27,32,1
2006,16108,2,3,7,8,19,26,16
2007,16109,9,11,15,16,27,33,5
2008,16110,5,7,28,31,32,33,8
2009,16111,2,4,7,14,15,32,4
2010,16112,6,12,14,15,18,25,12
2011,16113,1,11,16,17,20,26,14
2012,16114,5,16,20,22,27,29,9
2013,16115,6,8,20,22,26,27,9
2014,16116,7,18,20,23,27,31,13
2015,16117,3,10,14,17,28,33,2
2016,16118,9,14,22,23,31,33,14
2017,16119,9,19,21,30,31,32,4
2018,16120,2,5,6,21,25,28,9
2019,16121,2,3,10,23,25,28,9
2020,16122,15,22,23,24,28,29,8
2021,16123,7,9,12,14,20,27,16
2022,16124,9,15,21,24,27,32,10
2023,16125,1,6,8,20,27,30,3
2024,16126,2,6,12,17,18,19,10
2025,16127,7,12,17,26,29,31,16
2026,16128,4,9,11,17,26,27,13
2027,16129,5,6,8,21,31,33,14
2028,16130,3,17,21,23,27,28,1
2029,16131,4,10,18,19,25,27,2
2030,16132,5,8,13,19,27,28,7
2031,16133,15,16,21,22,27,33,15
2032,16134,11,12,13,14,18,33,13
2033,16135,2,8,10,18,20,33,12
2034,16136,2,7,10,20,27,29,3
2035,16137,1,6,9,10,15,32,14
2036,16138,7,16,20,24,25,30,7
2037,16139,1,6,19,26,28,30,3
2038,16140,1,2,5,17,26,32,10
2039,16141,4,13,15,17,21,24,15
2040,16142,1,10,17,21,23,30,12
2041,16143,6,9,23,24,25,33,13
2042,16144,4,10,12,27,32,33,5
2043,16145,1,3,7,12,19,20,6
2044,16146,3,7,15,16,17,23,10
2045,16147,4,14,18,28,31,32,12
2046,16148,1,2,11,20,26,30,14
2047,16149,3,20,23,26,32,33,7
2048,16150,2,4,5,9,13,21,5
2049,16151,6,11,16,20,22,33,7
2050,16152,2,8,9,16,20,22,7
2051,16153,7,9,16,24,25,29,6
2052,17001,9,11,14,20,25,26,15
2053,17002,15,19,23,24,25,32,3
2054,17003,1,4,8,15,27,32,16
2055,17004,5,13,17,26,27,30,7
2056,17005,6,11,12,22,23,30,5
2057,17006,2,4,8,26,29,33,8
2058,17007,2,4,5,24,26,33,15
2059,17008,7,13,15,27,28,29,13
2060,17009,2,6,8,9,15,29,14
2061,17010,5,8,19,25,28,30,7
2062,17011,10,11,12,23,26,29,16
2063,17012,10,11,14,15,16,24,7
2064,17013,8,11,28,29,31,33,6
2065,17014,6,8,18,20,23,31,13
2066,17015,1,8,9,14,17,32,1
2067,17016,5,8,16,22,27,29,2
2068,17017,3,7,8,10,22,23,12
2069,17018,1,2,3,17,25,31,9
2070,17019,4,6,8,12,23,25,8
2071,17020,4,8,10,12,31,33,10
2072,17021,2,5,10,22,32,33,9
2073,17022,2,6,15,16,18,32,15
2074,17023,1,3,4,11,18,22,14
2075,17024,9,21,25,26,29,31,13
2076,17025,2,15,16,17,22,32,7
2077,17026,3,10,12,19,27,30,8
2078,17027,2,4,11,14,27,30,5
2079,17028,7,8,12,13,22,30,9
2080,17029,2,15,21,23,25,30,10
2081,17030,1,7,9,20,23,30,2
2082,17031,6,10,16,26,27,29,3
2083,17032,5,8,15,24,27,31,11
2084,17033,5,7,15,20,23,30,15
2085,17034,4,7,8,19,32,33,13
2086,17035,1,6,14,24,28,32,12
2087,17036,1,2,5,10,24,27,15
2088,17037,11,15,20,22,25,30,5
2089,17038,1,4,8,13,24,27,5
2090,17039,2,4,12,14,17,24,15
2091,17040,15,19,23,28,29,33,4
2092,17041,4,10,13,15,22,27,4
2093,17042,1,2,4,7,10,23,4
2094,17043,8,13,16,23,27,31,8
2095,17044,8,16,19,21,31,32,6
2096,17045,5,7,16,20,21,25,5
2097,17046,4,13,14,23,26,32,10
2098,17047,2,5,8,10,32,33,2
2099,17048,5,8,9,14,15,19,7
2100,17049,1,8,14,15,20,29,10
2101,17050,10,12,20,24,27,29,7
2102,17051,2,5,9,15,24,25,11
2103,17052,7,8,18,24,29,31,7
2104,17053,4,9,11,15,29,31,6
2105,17054,2,3,9,23,28,33,8
2106,17055,7,12,13,20,24,31,5
2107,17056,13,14,18,19,21,28,6
2108,17057,18,20,22,23,30,31,16
2109,17058,1,9,13,22,28,32,11
2110,17059,4,8,9,15,19,25,9
2111,17060,5,10,13,24,26,31,4
2112,17061,6,7,12,20,26,27,11
2113,17062,1,7,22,24,26,31,10
2114,17063,12,16,20,22,25,31,4
2115,17064,2,10,16,22,24,28,15
2116,17065,2,5,8,10,12,21,7
2117,17066,1,4,6,17,19,26,3
2118,17067,1,3,4,10,18,29,4
2119,17068,2,6,10,22,30,31,15
2120,17069,2,11,12,23,29,31,5
2121,17070,1,6,14,22,25,26,12
2122,17071,2,3,6,14,31,32,3
2123,17072,6,11,14,23,26,30,2
2124,17073,3,6,16,23,26,30,14
2125,17074,2,6,16,23,30,31,2
2126,17075,1,3,6,19,21,29,7
2127,17076,1,4,8,9,14,15,13
2128,17077,1,2,4,15,17,22,14
2129,17078,5,7,18,19,22,24,16
2130,17079,3,7,14,23,25,27,8
2131,17080,1,12,16,20,22,24,8
2132,17081,3,5,14,25,26,30,5
2133,17082,14,18,21,25,28,29,10
2134,17083,3,8,14,20,24,26,12
2135,17084,1,5,11,20,22,24,2
2136,17085,1,5,6,16,25,30,9
2137,17086,3,5,6,13,20,22,7
